column_index,column_name,column_role,feature_block,dtype,unit,description,source,missing_value_encoding,missing_count,missing_fraction,selected_final_D_tabular,selected_final_D_xgboost,selected_final_P_lightgbm
2890,mc3__xtb_mc3_xtb_q_max_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_max_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2891,mc3__xtb_mc3_xtb_q_max_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_max_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2892,mc3__xtb_mc3_xtb_q_max_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_max_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2893,mc3__xtb_mc3_xtb_q_max_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_max_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2894,mc3__xtb_mc3_xtb_q_min_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_min_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2895,mc3__xtb_mc3_xtb_q_min_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_min_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2896,mc3__xtb_mc3_xtb_q_min_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_min_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2897,mc3__xtb_mc3_xtb_q_min_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_min_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2898,mc3__xtb_mc3_xtb_q_min_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_min_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2899,mc3__xtb_mc3_xtb_q_min_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_min_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2900,mc3__xtb_mc3_xtb_q_neg_sum_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_neg_sum_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2901,mc3__xtb_mc3_xtb_q_neg_sum_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_neg_sum_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2902,mc3__xtb_mc3_xtb_q_neg_sum_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_neg_sum_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2903,mc3__xtb_mc3_xtb_q_neg_sum_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_neg_sum_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2904,mc3__xtb_mc3_xtb_q_neg_sum_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_neg_sum_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2905,mc3__xtb_mc3_xtb_q_neg_sum_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_neg_sum_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2906,mc3__xtb_mc3_xtb_q_pos_sum_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_pos_sum_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2907,mc3__xtb_mc3_xtb_q_pos_sum_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_pos_sum_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2908,mc3__xtb_mc3_xtb_q_pos_sum_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_pos_sum_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2909,mc3__xtb_mc3_xtb_q_pos_sum_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_pos_sum_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2910,mc3__xtb_mc3_xtb_q_pos_sum_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_pos_sum_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2911,mc3__xtb_mc3_xtb_q_pos_sum_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_pos_sum_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2912,mc3__xtb_mc3_xtb_q_range_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_range_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2913,mc3__xtb_mc3_xtb_q_range_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_range_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2914,mc3__xtb_mc3_xtb_q_range_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_range_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2915,mc3__xtb_mc3_xtb_q_range_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_range_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2916,mc3__xtb_mc3_xtb_q_range_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_range_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2917,mc3__xtb_mc3_xtb_q_range_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_range_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2918,mc3__xtb_mc3_xtb_q_std_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_std_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2919,mc3__xtb_mc3_xtb_q_std_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_std_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2920,mc3__xtb_mc3_xtb_q_std_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_std_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2921,mc3__xtb_mc3_xtb_q_std_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_std_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2922,mc3__xtb_mc3_xtb_q_std_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_std_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2923,mc3__xtb_mc3_xtb_q_std_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_q_std_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2924,mc3__xtb_mc3_xtb_qcov_anisotropy_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_anisotropy_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2925,mc3__xtb_mc3_xtb_qcov_anisotropy_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_anisotropy_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2926,mc3__xtb_mc3_xtb_qcov_anisotropy_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_anisotropy_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2927,mc3__xtb_mc3_xtb_qcov_anisotropy_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_anisotropy_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2928,mc3__xtb_mc3_xtb_qcov_anisotropy_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_anisotropy_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2929,mc3__xtb_mc3_xtb_qcov_anisotropy_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_anisotropy_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2930,mc3__xtb_mc3_xtb_qcov_eig1_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig1_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2931,mc3__xtb_mc3_xtb_qcov_eig1_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig1_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2932,mc3__xtb_mc3_xtb_qcov_eig1_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig1_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2933,mc3__xtb_mc3_xtb_qcov_eig1_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig1_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2934,mc3__xtb_mc3_xtb_qcov_eig1_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig1_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2935,mc3__xtb_mc3_xtb_qcov_eig1_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig1_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2936,mc3__xtb_mc3_xtb_qcov_eig2_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig2_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
2937,mc3__xtb_mc3_xtb_qcov_eig2_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig2_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2938,mc3__xtb_mc3_xtb_qcov_eig2_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig2_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2939,mc3__xtb_mc3_xtb_qcov_eig2_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig2_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
2940,mc3__xtb_mc3_xtb_qcov_eig2_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig2_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2941,mc3__xtb_mc3_xtb_qcov_eig2_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig2_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2942,mc3__xtb_mc3_xtb_qcov_eig3_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig3_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
2943,mc3__xtb_mc3_xtb_qcov_eig3_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig3_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2944,mc3__xtb_mc3_xtb_qcov_eig3_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig3_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2945,mc3__xtb_mc3_xtb_qcov_eig3_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig3_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
2946,mc3__xtb_mc3_xtb_qcov_eig3_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig3_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2947,mc3__xtb_mc3_xtb_qcov_eig3_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_eig3_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2948,mc3__xtb_mc3_xtb_qcov_planarity_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_planarity_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2949,mc3__xtb_mc3_xtb_qcov_planarity_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_planarity_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2950,mc3__xtb_mc3_xtb_qcov_planarity_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_planarity_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2951,mc3__xtb_mc3_xtb_qcov_planarity_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_planarity_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2952,mc3__xtb_mc3_xtb_qcov_planarity_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_planarity_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2953,mc3__xtb_mc3_xtb_qcov_planarity_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_planarity_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2954,mc3__xtb_mc3_xtb_qcov_trace_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_trace_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
2955,mc3__xtb_mc3_xtb_qcov_trace_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_trace_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2956,mc3__xtb_mc3_xtb_qcov_trace_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_trace_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
2957,mc3__xtb_mc3_xtb_qcov_trace_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_trace_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
2958,mc3__xtb_mc3_xtb_qcov_trace_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_trace_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2959,mc3__xtb_mc3_xtb_qcov_trace_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qcov_trace_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
2960,mc3__xtb_mc3_xtb_qonly_dipole_debye_mean,feature,gfn2_xtb_three_conformer_summary,float32,debye,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qonly_dipole_debye_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2961,mc3__xtb_mc3_xtb_qonly_dipole_debye_std,feature,gfn2_xtb_three_conformer_summary,float32,debye,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qonly_dipole_debye_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2962,mc3__xtb_mc3_xtb_qonly_dipole_debye_min,feature,gfn2_xtb_three_conformer_summary,float32,debye,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qonly_dipole_debye_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2963,mc3__xtb_mc3_xtb_qonly_dipole_debye_max,feature,gfn2_xtb_three_conformer_summary,float32,debye,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qonly_dipole_debye_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2964,mc3__xtb_mc3_xtb_qonly_dipole_debye_range,feature,gfn2_xtb_three_conformer_summary,float32,debye,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qonly_dipole_debye_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2965,mc3__xtb_mc3_xtb_qonly_dipole_debye_lowe,feature,gfn2_xtb_three_conformer_summary,float32,debye,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_qonly_dipole_debye_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2966,mc3__xtb_mc3_xtb_quad_anisotropy_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_anisotropy_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2967,mc3__xtb_mc3_xtb_quad_anisotropy_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_anisotropy_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2968,mc3__xtb_mc3_xtb_quad_anisotropy_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_anisotropy_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2969,mc3__xtb_mc3_xtb_quad_anisotropy_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_anisotropy_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2970,mc3__xtb_mc3_xtb_quad_anisotropy_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_anisotropy_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2971,mc3__xtb_mc3_xtb_quad_anisotropy_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_anisotropy_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2972,mc3__xtb_mc3_xtb_quad_eig1_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig1_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2973,mc3__xtb_mc3_xtb_quad_eig1_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig1_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2974,mc3__xtb_mc3_xtb_quad_eig1_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig1_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2975,mc3__xtb_mc3_xtb_quad_eig1_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig1_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2976,mc3__xtb_mc3_xtb_quad_eig1_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig1_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2977,mc3__xtb_mc3_xtb_quad_eig1_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig1_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2978,mc3__xtb_mc3_xtb_quad_eig2_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig2_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2979,mc3__xtb_mc3_xtb_quad_eig2_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig2_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2980,mc3__xtb_mc3_xtb_quad_eig2_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig2_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2981,mc3__xtb_mc3_xtb_quad_eig2_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig2_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2982,mc3__xtb_mc3_xtb_quad_eig2_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig2_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
